"","SRX008026","SRX008174","SRX008201","SRX008239","SRX008008","SRX008168","SRX008211","SRX008255","SRX008261"
"FBgn0000228",254.436845465764,228.64518880374,253.658137759527,264.54879156133,249.569075118883,214.196435187539,258.452641213354,259.015897931387,239.94731533274
"FBgn0000229",490.210841630861,520.468653461146,478.406708347931,473.808285415398,617.476864002746,581.625704778472,709.834718825408,597.785278559162,526.123012518576
"FBgn0000233",63.4536876222688,64.6825205168476,65.2796678057606,76.2852335454629,21.1555242484881,23.0673084048119,20.0209792489218,24.1455498071632,26.4162182017695
"FBgn0000239",2049.18085321327,1982.59446607454,2046.05130236913,2033.80631819372,1549.97270626813,1538.91900357817,1676.30198984154,1488.97557144173,1404.46226772741
"FBgn0000241",29.2384639043788,40.6146059059275,28.9095671711226,32.1937682852412,31.7332863727321,24.7149732908699,18.2008902262925,29.2673330995918,26.4162182017695
"FBgn0000242",255.058940442453,221.123965487828,224.748570588404,235.854345915789,79.0026608654477,80.7355794168418,89.1843621088333,93.6554659186937,118.872981907963
"FBgn0000244",2774.54359603254,2901.68795527905,2806.09314896477,2839.35038985269,1600.21707635829,1687.20884332339,1530.6948680312,1692.3835364839,1644.40958306015
"FBgn0000246",12.4418995337782,22.5636699477375,11.1908001952732,9.09823886322034,28.4277357089059,32.9532977211599,27.3013353394388,23.4138664796734,17.610812134513
"FBgn0000247",1111.68372334308,1167.29385862962,1169.43862040605,1130.98107715108,964.559683704504,897.977362901607,930.065490563547,971.675458906447,939.977097679631
"FBgn0000250",2203.46040743212,2325.56224928015,2227.90180554232,2138.08613285678,2275.21052191162,2209.51861220377,2109.4831772273,2331.87476470998,2324.62720175572
"FBgn0000251",1005.92757730597,941.657159152246,936.296949671195,976.311016476337,676.976775951619,611.283672727516,575.148131150843,712.65956097506,673.613564145122
"FBgn0000253",6765.90496646859,7382.83280689972,7348.62546156276,7081.22929369719,10813.7784416412,11805.5189086055,12001.6670152173,10877.2043464633,9604.49666786003
"FBgn0000256",284.919499323521,275.276773362398,260.186104540103,256.85028175399,225.769110339334,225.730089389945,229.331216851286,227.553514849326,250.95407291681
"FBgn0000257",408.716399684614,433.22246299656,397.2734069322,415.719529596376,390.054978331499,357.543280274585,385.858872797401,388.523846897081,354.417594207074
"FBgn0000258",1004.0612923759,1134.20047603961,1131.20338640554,1068.69313416442,1690.45860948075,1791.01173114504,1878.33187135339,1678.48155326159,1444.08659503007
"FBgn0000259",739.048832306425,759.643554907163,782.423446986188,760.752741870809,802.587701177017,797.46980485207,762.617300481656,809.241760203713,781.479788469014
"FBgn0000261",2484.64733689551,2327.06649394333,2475.96454320421,2514.61324888851,4578.18766939937,4384.43626180033,4530.2015773242,4495.4623640973,4570.00574890612
"FBgn0000273",2489.00200173233,2492.5334068934,2441.45957593545,2572.0021401796,1932.09436300645,1800.89772046139,1834.64973481028,1937.49745119298,2082.47853490616
"FBgn0000283",1332.52744006765,1265.06976173648,1417.50135806794,1352.13826798013,1506.00888243925,1618.00691810895,1550.71584728012,1519.7062711963,1602.58390424068
"FBgn0000286",579.170423297375,547.545057398431,549.281776251329,620.079971754863,520.954784619019,542.08174751308,487.783858064639,541.445662342448,616.378424707955
"FBgn0000287",479.63522702715,488.879515534313,487.732375177326,467.509504663938,211.555242484881,215.844100073597,196.569614443959,233.406981469245,213.53109713097
"FBgn0000289",1688.3657667337,1770.4959685658,1641.31736197341,1696.47161572662,1111.65668824477,1115.46912786126,1148.47617327906,1114.35370776696,1190.93117059644
"FBgn0000299",64305.9577403327,63886.775090024,63386.5574393935,66294.667409119,75697.4407566878,73424.8903174024,70135.3103979955,79187.891484238,83468.6454630412
"FBgn0000303",1035.16604121035,959.708095110436,986.655550549925,1013.40383645716,322.952299855826,306.465668806787,327.616024073265,340.232747282755,367.625703307959
"FBgn0000307",706.077798541913,716.020459674871,746.985913034489,716.661276610587,667.390679026523,706.84823611888,637.031157920238,662.173411378264,611.975721674327
"FBgn0000308",4070.98952745223,3936.60828354861,3961.54326912673,4058.51439752421,7028.92293156017,7025.64307415129,6848.99499215387,7049.76886036417,7112.56675082644
"FBgn0000313",13.686089487156,12.03395730546,20.5164670246676,13.2974260308605,9.58609692509616,9.88598931634797,12.7406231584048,8.78019992987754,11.0067575840706
"FBgn0000317",780.107100767893,786.719958844448,772.165213473854,757.953283759049,2498.66574678627,2410.53372830285,2553.58489874884,2421.87181399122,2395.07045029377
"FBgn0000318",1353.67866927507,1329.75228225333,1272.02095552939,1334.64165478163,1524.18941109029,1570.22463641327,1547.07566923486,1588.48450398034,1675.22850429555
"FBgn0000319",7819.11176200291,8019.12829942592,7980.9056725957,7774.79504088575,10377.1151989498,10469.2626860125,10476.432414254,10163.0814188332,10262.7007713875
"FBgn0000320",130.639945104671,138.39050901279,128.694202245642,138.573176532125,65.1193480773774,64.2589305562618,70.9834718825408,80.4851660238774,79.2486546053085
"FBgn0000326",273.72178974312,272.268284036033,294.691071808862,307.940392293612,543.432529133038,560.206061259718,502.344570245673,549.494178944836,633.989236842468
"FBgn0000330",276.832264626565,281.293752015128,248.99530434483,273.64703042455,365.263348352802,385.553583337571,394.959317910547,379.743646967203,352.21624269026
"FBgn0000337",237.640281095164,254.217348077843,232.20910405192,279.245946648071,176.516405448322,194.424456554843,165.628101059262,170.482215305122,156.295957693803
"FBgn0000338",2487.75781177895,2471.47398160885,2524.45801071706,2524.41135227968,2470.56856614375,2588.48153599711,2442.55946836845,2398.45794751155,2485.32586248315
"FBgn0000339",311.669583321144,302.353177299683,311.477272101772,291.143643623051,566.571383779822,565.149055917892,642.491424988125,501.203079330509,462.283818530966
"FBgn0000346",1038.27651609379,1016.86939231137,1078.97965216093,1058.89503077326,452.199330811433,497.594795589515,460.4825227252,437.546629838897,413.854085161055
"FBgn0000351",5.59885479020019,6.01697865273001,5.59540009763662,2.09959358382008,6.2805462612699,6.59065954423198,3.6401780452585,8.04851660238774,11.0067575840706
"FBgn0000352",556.152909159886,636.295492526198,573.528510007754,554.992570656441,367.246678751098,380.610588679397,314.87540091486,365.841663744897,394.041921509728
"FBgn0000355",1.24418995337782,0,2.79770004881831,4.19918716764016,50.5749251565418,54.3729412399138,40.0419584978435,49.754466269306,55.0337879203531
"FBgn0000357",9.33142465033365,15.042446631825,9.32566682939437,7.69850980734029,5.61943612850465,4.94299465817399,3.6401780452585,8.04851660238774,0
"FBgn0000376",398.140785080903,389.599367764268,357.173039565804,397.523051869935,267.088493637162,219.139429845713,265.732997303871,260.479264586367,270.766236568137
"FBgn0000377",642.624110919644,672.397364442578,578.191343422451,589.985797053442,631.029621724434,604.693013183284,596.989199422394,619.735778383856,638.391939876096
"FBgn0000382",1042.00908595392,1031.9118389432,1043.54211820923,1059.5948953012,599.296335351702,639.293975790502,555.127151901921,581.688245354387,611.975721674327
"FBgn0000384",132.506230034738,145.911732328703,128.694202245642,138.573176532125,107.430396574354,123.57486645435,109.205341357755,105.36239915853,112.26892735752
"FBgn0000392",115.709665664137,120.3395730546,110.042868586854,118.277105221864,142.469233610912,151.585169517336,154.707566923486,141.94656553302,121.074333424777
"FBgn0000394",422.40248917177,406.146059059275,418.722440639807,405.221561677275,350.057815299201,365.781604704875,402.239674001064,380.475330294693,372.028406341587
"FBgn0000395",541.844724696041,499.40922817659,539.023542738995,536.79609293,340.802273440488,350.952620730353,336.716469186411,378.280280312224,328.001376005305
"FBgn0000404",234.529806211719,203.073029529638,215.42290375901,202.960713102608,309.399542134138,291.636684832265,334.896380163782,278.771347773612,292.779751736279
"FBgn0000405",74.6513972026692,82.7334564750376,73.6727679522155,74.1856399616428,139.824793079851,136.756185542814,129.226320606677,151.458448790388,132.081091008847
"FBgn0000406",13290.4370819819,13129.0474202569,13140.7971292996,13013.2810325169,14028.0959071459,13642.6652565602,14007.4051181547,13820.0346896272,13676.9969739662
"FBgn0000409",15299.8038566871,15496.7285201061,15430.2483359159,15718.957297533,14990.3417053857,15601.7388060832,14851.9264246547,15269.4993613845,15935.5836302175
"FBgn0000411",334.687097458634,347.480517195158,304.949305321196,312.839443989192,228.082995804012,210.901105415423,207.490148579735,226.090148194347,250.95407291681
"FBgn0000412",902.659811175609,934.135935836333,937.229516354134,1000.80627495424,1475.26726126566,1486.19372722431,1401.46854742452,1574.58252075804,1598.18120120705
"FBgn0000413",1474.36509475272,1346.29897354834,1385.794090848,1478.81374753728,911.670873083283,952.350304141521,842.701217477343,948.993275754264,1094.07170385662
"FBgn0000414",1031.43347135021,1048.4585302382,1067.78885196566,1074.29205038794,626.401850795077,566.79672080395,538.746350698258,643.881328191019,631.787885325654
"FBgn0000416",3703.95349120577,3817.77295515719,3750.78319878242,3652.592971319,5349.37263927004,5396.10250183993,5496.66884834033,5282.75362447632,5263.43147670257
"FBgn0000422",508.873690931529,558.074770040708,508.248842201993,540.99528009764,424.10215016891,433.335865033253,449.561988589425,471.204062903428,435.867600329197
"FBgn0000426",373.879080990035,356.505985174253,357.173039565804,360.430231889114,550.374185527073,491.004136045283,533.28608363037,578.029828716938,600.968964090256
"FBgn0000427",26.1279890209342,45.127339895475,35.4375339516986,31.4939037573012,13.2222026553051,11.533654202406,9.10044511314625,23.4138664796734,22.0135151681413
"FBgn0000439",125.041090314471,153.432955644615,140.817569123855,145.571821811525,61.1526872807859,69.2019252144358,72.80356090517,75.3633827314489,68.2418970212379
"FBgn0000442",465.327042563305,433.22246299656,490.530075226144,466.109775608058,337.496722776661,336.123636755831,345.816914299558,345.354530575183,334.605430555747
"FBgn0000447",495.187601444373,500.913472839773,521.304775763145,486.405846918318,756.640546949832,818.889448370824,742.596321232734,813.631860168652,799.090600603527
"FBgn0000448",215.866956911052,207.585763519185,214.490337076071,190.363151599687,1343.37578977899,1332.96089282092,1406.92881449241,1267.27552321232,1300.99874643715
"FBgn0000449",3.73256986013346,7.52122331591251,0.932566682939437,3.49932263970013,11.2388722570093,11.533654202406,14.560712181034,9.51188325736733,8.8054060672565
"FBgn0000451",279.94273951001,282.79799667831,282.567704930649,307.240527765672,11575.0467595204,11223.8932038271,10685.7426518563,12340.5710014429,12646.7644640971
"FBgn0000454",2817.46814942407,2749.75924429761,2789.30694867186,2801.55770534393,5697.11656910457,5522.9726980664,5493.02867029508,5587.13388871207,5798.3598952884
"FBgn0000455",1410.28931215376,1436.55365333929,1391.38949094564,1446.61997925203,1546.00604547154,1566.92930664115,1519.77433389542,1603.11817053014,1677.42985581236
"FBgn0000459",438.576958565682,425.701239680648,426.182974103323,426.917362043416,158.005321730895,184.538467238495,163.808012036633,151.458448790388,160.698660727431
"FBgn0000463",181.029638216473,189.534827560995,167.862002929099,151.170738035046,234.032986998899,235.616078706293,265.732997303871,226.090148194347,290.578400219465
"FBgn0000464",2354.62948676753,2253.35850544739,2295.97917339689,2199.6742113155,999.598520741062,1033.08588355836,1035.63065387604,977.528925526366,1034.63521290264
"FBgn0000472",2992.89893285035,2904.69644460541,2962.76435169859,2929.63291395695,1279.24810690076,1275.29262180889,1425.1297047187,1289.95770636451,1318.60955857166
"FBgn0000473",425.512964055215,427.20548434383,414.05960722511,459.111130328657,1746.6529707658,1797.60239068927,1707.24350322624,1797.74593564243,1747.87310435042
"FBgn0000477",1214.32939449675,1200.38724121964,1225.39262138242,1193.96888466568,1496.42278551415,1458.18342416133,1556.17611434801,1497.02408804412,1490.31497688316
"FBgn0000479",785.083860581405,840.872766719018,833.714614547857,825.140278441291,486.246502648843,510.776114677979,549.666884834034,493.886246055611,519.518957968133
"FBgn0000482",436.088578658926,434.726707659743,454.159974591506,406.621290733155,340.141163307722,322.942317667367,378.578516706884,365.841663744897,372.028406341587
"FBgn0000489",489.588746654172,439.23944164929,503.586008787296,476.607743527158,407.904951916161,411.916221514499,418.620475204728,435.351579856428,405.048679093799
"FBgn0000490",409.960589637992,416.675771701553,427.115540786262,461.910588440417,302.788440806486,255.388057338989,256.632552190724,283.89313106604,294.981103253093
"FBgn0000492",214.000671980985,243.687635435565,229.411404003102,261.04946892163,114.041497902006,120.279536682234,100.104896244609,140.483198878041,125.477036458405
"FBgn0000497",555.530814183197,568.604482682986,567.933109910117,499.703272949179,625.740740662312,616.22666738569,658.872226191789,608.760528471509,605.371667123884
"FBgn0000499",639.5136360362,669.388875116213,636.943044447636,633.377397785724,390.054978331499,415.211551286615,362.197715503221,411.937713376754,376.431109375215
"FBgn0000500",46.0350282749794,46.6315845586575,55.9540009763662,46.8909233719818,34.7082819701758,23.0673084048119,36.401780452585,21.218816497204,11.0067575840706
"FBgn0000504",12.4418995337782,9.02546797909501,6.52796678057606,14.6971550867406,8.92498679233091,11.533654202406,9.10044511314625,8.04851660238774,11.0067575840706
"FBgn0000520",431.733913822104,446.760664965203,402.868807029837,464.010182024237,258.824616977596,240.559073364467,229.331216851286,278.771347773612,266.363533534509
"FBgn0000524",311.669583321144,348.98476185834,319.870372248227,346.432941330313,334.521727179218,354.247950502469,320.335667982748,360.719880452469,332.404079038933
"FBgn0000527",150.546984358716,156.44144497098,150.143235953249,155.369925202686,44.9554890280372,46.1346168096239,67.3432938372823,46.8277329593469,70.443248538052
"FBgn0000529",5.59885479020019,18.05093595819,12.1233668782127,6.99864527940026,2.31388546467838,1.647664886058,3.6401780452585,0.731683327489795,6.60405455044237
"FBgn0000533",714.787128215558,672.397364442578,705.952978985154,758.653148286989,697.140635000959,619.521997157806,620.650356716574,714.854610957529,768.27167936813
"FBgn0000535",419.914109265014,385.08663377472,446.69944112799,425.517632987536,122.966484694337,105.450552707712,132.866498651935,130.239632293183,162.900012244245
"FBgn0000536",1814.65104700155,1790.05114918718,1701.93419636447,1775.55630738385,1492.12556965118,1514.2040302873,1636.2600313437,1451.65972173975,1422.07307986192
"FBgn0000541",1494.89422898345,1483.18523789795,1531.27449338656,1464.11659245054,1407.50347265722,1430.17312109834,1594.39798382322,1326.541872739,1276.78387975219
"FBgn0000542",1448.85920070847,1457.61307862384,1483.71359255664,1437.52174038881,922.909745340293,848.547416319868,873.64273086204,914.604159362243,1028.0311583522
"FBgn0000543",659.420675290245,652.842183821206,641.605877862333,706.163308691487,456.496546674407,454.755508552007,402.239674001064,455.107029698652,484.297333699108
"FBgn0000546",421.158299218392,362.522963826983,426.182974103323,429.716820155176,491.865938777348,433.335865033253,473.223145883605,465.350596283509,420.458139711498
"FBgn0000547",1787.27886802724,1875.79309498858,1798.92113139017,1748.96145532213,1425.0228911755,1466.42174859162,1417.84934862819,1447.26962177481,1441.88524351325
"FBgn0000551",46.6571232516683,43.6230952322925,55.0214342934268,49.6903814837419,90.9026432552222,98.8598931634797,60.0629377467653,93.6554659186937,83.6513576389367
"FBgn0000552",4.97675981351128,4.5127339895475,6.52796678057606,4.19918716764016,1.65277533191313,3.29532977211599,0,1.46336665497959,0
"FBgn0000556",282444.183411276,282124.095069205,285142.521542245,285173.799199723,305940.283364444,304145.756647217,304528.194821213,307045.054914472,306031.8878675
"FBgn0000557",385.076790570435,412.163037712005,418.722440639807,411.520342428735,674.332335420558,660.713619309256,627.930712807091,627.052611658754,638.391939876096
"FBgn0000559",140966.09962273,139642.040572558,141058.171328053,140143.672532823,138572.650488394,137420.194491895,138041.01174327,137026.726838979,137335.717079483
"FBgn0000560",1.86628493006673,4.5127339895475,3.73026673175775,3.49932263970013,3.63610573020889,4.94299465817399,1.82008902262925,5.12178329242856,6.60405455044237
"FBgn0000562",1205.62006482311,1201.89148588282,1245.90908840709,1259.05628576411,1797.22789592234,1682.26584866521,1761.84617390511,1823.35485210457,1857.94068019112
"FBgn0000564",45.4129332982904,46.6315845586575,49.4260341957902,42.6917362043416,26.4444053106101,34.6009626072179,16.3808012036632,33.6574330645306,26.4162182017695
"FBgn0000565",1149.63151692111,1152.2514119978,1211.40412113833,1193.96888466568,1326.1869263271,1225.86267522715,1223.09982320686,1407.75872209037,1426.47578289555
"FBgn0000566",3875.65170477191,3883.95972033722,3866.42146746691,3845.75558103044,4491.58224200713,4377.84560225609,4415.53596889856,4326.44351544716,4462.13952458223
"FBgn0000567",43.5466483682237,30.08489326365,43.8306340981535,36.3929554528814,301.466220540955,326.237647439483,305.774955801714,311.697097510653,345.612188139818
"FBgn0000568",2516.99627568333,2456.43153497702,2420.94310891078,2621.69252166334,1543.36160494048,1463.1264188195,1354.14623283616,1680.67660324406,1919.57852266192
"FBgn0000575",1043.87537088399,1069.51795552276,1023.02565118456,1079.19110208352,1109.34280278009,1163.25140955694,1153.93644034694,1124.59727435181,1144.70278874335
"FBgn0000576",154.27955421885,136.886264349608,170.659702977917,160.268976898266,138.50257281432,128.517861112524,105.565163312497,134.629732258122,169.504066794688
"FBgn0000577",154.27955421885,135.382019686425,160.401469465583,163.068435010026,73.0526696705604,67.5542603283778,69.1633828599115,70.9732827665101,94.6581152230074
"FBgn0000578",668.13000496389,637.799737189381,622.021977520605,685.867237381226,390.716088464264,375.667594021223,318.515578960119,425.839696599061,420.458139711498
"FBgn0000579",36415.5736504387,35597.9499542139,35399.2987176981,36890.5591322467,46160.3622450019,45468.9601956564,43054.2058302949,47759.1658352414,51199.0335780629
"FBgn0000581",2721.66552301398,2599.33477797936,2634.50087930391,2588.09902432222,1557.24491772855,1517.49936005941,1548.89575825749,1583.36272068792,1664.22174671148
