"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000064",37060.9243644552,0.196546004122907,0.0544861249677388,3.6072670655012,0.000309439119259621,0.000512238950740528
"FBgn0000071",138.369331647657,-0.189345322351026,0.102958575341055,-1.83904372922616,0.0659087544622565,0.0860249953224135
"FBgn0000075",1349.85527945861,-4.36735718068262,0.0696806720952837,-62.6767373126159,0,0
"FBgn0000077",166.825770325036,0.462300501744162,0.0892634046080658,5.17905970284254,2.23007096381082e-07,4.51306830845441e-07
"FBgn0000078",4.52742026269675,-0.643266099920321,0.567974603816517,-1.13256137791704,0.257398495438704,0.30436412644879
"FBgn0000079",839.674669782165,-0.489826432004292,0.0649352527571402,-7.54330523415775,4.58206969387363e-14,1.212158908286e-13
"FBgn0000083",6986.56669165839,-0.429056088059504,0.0428233866481335,-10.0192002931698,1.25514390538272e-23,4.35308471894356e-23
"FBgn0000084",41.7647010767872,-0.312726878078089,0.189399079022981,-1.65115310851192,0.0987073152301691,0.125525864770728
"FBgn0000092",48.0932152746617,3.12904194976176,0.230201922103123,13.5925969738864,4.43075451873428e-42,2.15847023182842e-41
"FBgn0000097",688.855723950917,0.377972875122911,0.0470396158999159,8.03520326201444,9.34238970408069e-16,2.61222982332296e-15
"FBgn0000099",83.2213503231701,0.0623841354828503,0.126543246411214,0.492986684410854,0.622021995928926,0.669166330471443
"FBgn0000100",55878.1523002275,0.132780406854462,0.0464189405615757,2.86047904687368,0.00423001504457974,0.00635819756402635
"FBgn0000108",2100.6051838368,1.05753241846543,0.0338424938162664,31.2486551436444,2.32843550651756e-214,5.01077553689101e-213
"FBgn0000109",603.555920173,-0.617796341338794,0.0532742653920974,-11.5965248284857,4.29153444237264e-31,1.73450791557192e-30
"FBgn0000114",150.181500032168,0.985770032667496,0.0948281693645583,10.3953291439993,2.60386379780774e-25,9.37473629553575e-25
"FBgn0000115",898.396779682149,-0.827855009412591,0.0616817887008055,-13.4213846071844,4.5316646824929e-41,2.16942208375483e-40
"FBgn0000116",49289.4443182216,-0.335561653459163,0.0391493253046354,-8.57132660264343,1.02299662228911e-17,3.04030521315012e-17
"FBgn0000117",5039.69384071204,0.150604936886315,0.0258756060179416,5.82034433442405,5.87265154156218e-09,1.28031028705991e-08
"FBgn0000119",706.540799268808,0.620536327600034,0.0536296867806568,11.5707617338509,5.79657346032037e-31,2.33116807140047e-30
"FBgn0000120",178.223508082983,1.43935050102497,0.0935881031547334,15.3796310909863,2.24221539282134e-53,1.29475380702581e-52
"FBgn0000121",22.3027033125721,1.08661634712716,0.263552149191979,4.12296522892567,3.74026175983857e-05,6.61855338092202e-05
"FBgn0000137",20.4982280273738,-0.0955439358448322,0.251982714705918,-0.379168610657834,0.70456265933699,0.744197179802626
"FBgn0000139",269.773362703687,-0.0539784604616035,0.0851898599888268,-0.633625415849763,0.526325310020087,0.577780983538652
"FBgn0000140",97.9991920598997,-0.745100501860767,0.121429192076791,-6.1360904171179,8.45770318634702e-10,1.9222206780834e-09
"FBgn0000142",703.385121275112,0.715118055364611,0.0581126442503206,12.3057221812905,8.4378309561297e-35,3.64824402872539e-34
"FBgn0000146",47.2314640688627,-0.0573255474683274,0.181215449015721,-0.316339185095385,0.751745071656036,0.787724370105433
"FBgn0000147",26.1615129599759,-0.876649827059036,0.243609791202179,-3.59858207148775,0.00031995688253424,0.000528800787645121
"FBgn0000150",16352.5539668548,-0.60160065103113,0.0705788843473378,-8.52380505294601,1.54395409188714e-17,4.556331864713e-17
"FBgn0000152",324.013759174134,-0.471418004324565,0.073586130680063,-6.40634315145868,1.49051293070721e-10,3.50267450210328e-10
"FBgn0000153",8.18905656332092,-0.82471050632745,0.40749463553889,-2.02385610607319,0.0429849593781322,0.057494094151126
"FBgn0000157",99.1590179100222,0.841648293547319,0.123895883153458,6.79319015390406,1.0968065705397e-11,2.67158146831845e-11
"FBgn0000158",19.1723794684038,-1.94157057429759,0.358546239833445,-5.41511905186765,6.12479400870336e-08,1.27756646777092e-07
"FBgn0000163",370.390740511167,0.0218727840922918,0.0649429630831983,0.336799909549409,0.736267741264706,0.773507406547757
"FBgn0000171",7560.10642163346,0.488573017125879,0.0462171745592518,10.5712437375312,4.0508630163606e-26,1.48052972828055e-25
"FBgn0000173",1265.44591609126,-0.286336581352229,0.0436131491789121,-6.56537275438662,5.19028591976761e-11,1.24000490027564e-10
"FBgn0000179",201.501833193672,1.14991713117166,0.085668421235737,13.4228822544469,4.44099013716703e-41,2.12691170378426e-40
"FBgn0000180",38.4759253034535,0.63701866801992,0.197697771667795,3.22218436073395,0.00127217248635132,0.00200859086283034
"FBgn0000181",18703.5900404505,0.31582279369277,0.0272841386999713,11.5753257658488,5.49620872179284e-31,2.21429851203739e-30
"FBgn0000182",1.34495050350191,0.271842632413761,1.11561095119804,0.243671534527187,0.80748522108788,0.835250811050497
"FBgn0000183",1597.9379064285,-0.567425082714894,0.043366508361813,-13.084407856422,4.04298543596422e-39,1.87225389257943e-38
"FBgn0000206",19.7198667009986,0.878661681666601,0.259131021829409,3.39080082138927,0.000696887277656778,0.00112455871028821
"FBgn0000210",210.686321702913,1.72719293792673,0.0929069643952821,18.5905647565689,3.83122592901888e-77,2.93580630141913e-76
"FBgn0000212",1947.30350632702,-0.136642473975679,0.0309345860584712,-4.41714247339219,1.00014310008678e-05,1.83924483510364e-05
"FBgn0000216",1.67645967838196,0.117907735904379,0.915216973963813,0.128830364010535,0.897491878727061,0.913685403648438
"FBgn0000221",112.765907091699,0.237641508113576,0.118201825413502,2.0104724041464,0.0443812140656205,0.0592637876743439
"FBgn0000228",246.94114759714,0.0334628411839217,0.0773628445325735,0.4325440899453,0.665346014851206,0.70851541356127
"FBgn0000229",555.082229726633,-0.31571573023351,0.0656442133517571,-4.80949826516672,1.5130960921735e-06,2.91737891556267e-06
"FBgn0000233",42.7229654890549,1.58950611194037,0.184077855260057,8.63496649118814,5.87442548392617e-18,1.7587608081628e-17
"FBgn0000239",1752.25160874529,0.40539949641713,0.0408986423340095,9.91229716395787,3.68084085182752e-23,1.26001859645566e-22
"FBgn0000241",29.0321229397695,0.205907195917918,0.216890819968424,0.94935874163736,0.342438186852505,0.394415300382834
"FBgn0000242",155.359652516917,1.41009994726761,0.109572447445014,12.8691106217668,6.71711385380328e-38,3.04837087699012e-37
"FBgn0000244",2164.065444154,0.79240579680163,0.0356135932056941,22.2500940083445,1.12556601109495e-109,1.17758709703209e-108
"FBgn0000246",20.5557395470778,-1.03809441386802,0.281127743663525,-3.69260749700495,0.000221966467182776,0.000372329789131764
"FBgn0000247",1031.51693036506,0.268927363731784,0.0423808938755117,6.34548588148524,2.21724532139208e-10,5.16552571690787e-10
"FBgn0000250",2238.41387476886,-0.0243325823532098,0.038471704599256,-0.632479964344505,0.527073296517611,0.578434125779585
"FBgn0000251",789.986045283989,0.556941274950805,0.0585686852320713,9.50919886188315,1.92136492797562e-21,6.30138798385527e-21
"FBgn0000253",9297.91754537951,-0.62590517827606,0.0581087250648163,-10.7712770772015,4.70430132830806e-27,1.75613829375713e-26
"FBgn0000256",248.507851480746,0.230713789256988,0.0751121825197892,3.0715894747993,0.00212922339301527,0.0032952405158551
"FBgn0000257",392.370041301932,0.117287574361679,0.0615340226962541,1.90606056978653,0.0566423476777509,0.0745913684409397
"FBgn0000258",1424.5031832507,-0.650745659363576,0.0645789556178823,-10.076744864288,7.00070082364973e-24,2.43991850156766e-23
"FBgn0000259",777.251659028228,-0.0664821725418689,0.045387498393271,-1.46476838105987,0.142984121232084,0.177416074277141
"FBgn0000261",3595.62058271765,-0.876563715866292,0.030375275001107,-28.857803454762,4.04423691732661e-183,7.25722956952549e-182
"FBgn0000273",2175.84610323534,0.383087471632875,0.0390112121930775,9.81993252957297,9.24053714944492e-23,3.1320063303005e-22
"FBgn0000283",1462.69540567972,-0.204752584857172,0.0420747675090503,-4.86639848486696,1.13650257153977e-06,2.21271685216009e-06
"FBgn0000286",556.080189549904,0.101807570583162,0.0627981107086078,1.62118843121832,0.104977233094589,0.132947716418285
"FBgn0000287",332.740406445042,1.15259772028868,0.0672972903548572,17.1269558434085,9.34164578562244e-66,6.32121747343342e-65
"FBgn0000289",1386.39306452756,0.586807276482165,0.0386021153975569,15.2014279642121,3.45995797993082e-52,1.96491654734078e-51
"FBgn0000299",71087.5706775816,-0.244601571902764,0.045874296593834,-5.33199612995573,9.71390095084689e-08,2.00337062526922e-07
"FBgn0000303",628.869551850495,1.60096227503772,0.0549850194382064,29.1163355291148,2.23013724379692e-186,4.11251812713836e-185
"FBgn0000307",685.684961553343,0.125121087412491,0.0491303304076247,2.54671780902724,0.0108741327293747,0.0156343229315212
"FBgn0000308",5677.06134296752,-0.805644025728802,0.0241210943289985,-33.3999782406328,1.37197106597758e-244,3.38250518679386e-243
"FBgn0000313",12.392622973549,0.583194157650294,0.322375793112863,1.80905071072169,0.0704431254681022,0.0916269624881004
"FBgn0000317",1708.51913277424,-1.66941431712701,0.0384654813868798,-43.4003230152329,0,0
"FBgn0000318",1466.14403187264,-0.248564495173249,0.039543337160232,-6.28587552350604,3.26011090245778e-10,7.54395383488547e-10
"FBgn0000319",9260.28147381636,-0.390663179270096,0.0218345220353592,-17.8919959245021,1.36143316700463e-71,9.80941140215981e-71
"FBgn0000320",99.5992671156216,0.913833326215969,0.118248121214678,7.72810017469045,1.09163430782101e-14,2.95259353326929e-14
"FBgn0000326",437.565346034151,-0.942719428563077,0.0684571512275583,-13.7709415548039,3.81212164629492e-43,1.89619612239608e-42
"FBgn0000330",328.722721185495,-0.471558971167936,0.0676613764905897,-6.9693966576858,3.18303085288163e-12,7.92334348167923e-12
"FBgn0000337",207.406646214928,0.530323702908476,0.0877026875167466,6.04683525584336,1.47718666833122e-09,3.31803802843026e-09
"FBgn0000338",2488.16605965428,0.0188096479688798,0.031157294914598,0.603699647881402,0.546043348285399,0.596884589195635
"FBgn0000339",439.371382099218,-0.849012421245318,0.079199833099186,-10.7198763939572,8.21129963290342e-27,3.04726273353265e-26
"FBgn0000346",717.188661718384,1.21629581471914,0.0500089419323614,24.3215666583032,1.15942186056633e-130,1.43704954324402e-129
"FBgn0000351",6.09749835128952,-0.577924482413994,0.478534788202108,-1.20769585965798,0.227164271198289,0.271472075833488
"FBgn0000352",460.398415105584,0.658091598763761,0.0636774290654514,10.3347702384048,4.90586329317384e-25,1.76067707619888e-24
"FBgn0000355",28.6687951393105,-4.44277863587905,0.462650399655633,-9.60288511408608,7.77373736577669e-22,2.57557567821424e-21
"FBgn0000357",7.0721303725798,0.910311920696509,0.444357741198708,2.04860146745916,0.0405011010409138,0.0543641835607768
"FBgn0000376",313.960296246907,0.579063003873915,0.0713708056937514,8.11344356064363,4.92050543074046e-16,1.38883653783045e-15
"FBgn0000377",619.337574269798,-0.00452579069851771,0.0555603746498554,-0.0814571666775016,0.935078387671651,0.945415351215494
"FBgn0000382",796.048818720043,0.80991832099371,0.0456913161231848,17.7258698088309,2.64786084742975e-70,1.88390149753455e-69
"FBgn0000384",122.614141338191,0.303595171196218,0.103120460935915,2.94408275953004,0.00323913371122288,0.00491767274685123
"FBgn0000392",130.683564615221,-0.301742532166451,0.100369921551694,-3.00630435394974,0.00264444166023918,0.00405223792308777
"FBgn0000394",391.452820132172,0.162087853913968,0.0631778347738356,2.56558102211339,0.0103003162179452,0.0148564016568379
"FBgn0000395",427.980734246267,0.605826176570761,0.0610916144238139,9.9166830388199,3.52268579861864e-23,1.20624334668279e-22
"FBgn0000404",262.60779547145,-0.48109921511788,0.0799144414395426,-6.02017866172341,1.74224657459289e-09,3.90644887355831e-09
"FBgn0000405",110.510011180016,-0.888262037136072,0.113693962570663,-7.8127458754373,5.59553435282448e-15,1.52802685035835e-14
"FBgn0000406",13527.6400677233,-0.0750141160321238,0.0193406952585292,-3.87856356916864,0.000105075070629791,0.000180417316580236
"FBgn0000409",15399.4253264408,0.0159338962807156,0.0257195765207659,0.619524052732774,0.535571181576338,0.586794780239324
"FBgn0000411",269.274981652723,0.524475444030662,0.0739310901043281,7.09411214267972,1.30184536166e-12,3.28385859577093e-12
"FBgn0000412",1256.72497735554,-0.67432324637797,0.0484744854667311,-13.9108902319504,5.43981317150688e-44,2.75169139955663e-43
"FBgn0000413",1159.45103122215,0.593445562523008,0.0578194674187755,10.2637673609961,1.02623160338555e-24,3.64728693638218e-24
"FBgn0000414",803.287448861775,0.793862318489701,0.0523160958760738,15.1743417622408,5.22997674906143e-52,2.95531471405609e-51
"FBgn0000416",4634.82574523262,-0.523482900599559,0.0259548873299497,-20.1689529199191,1.83482346566376e-90,1.62314609392299e-89
"FBgn0000422",481.14047225512,0.252679724084724,0.0594231158215238,4.25221263798491,2.11668733625146e-05,3.80674771335678e-05
"FBgn0000426",466.850170625458,-0.604161239420774,0.061718558377178,-9.78897199329558,1.2556599704445e-22,4.23696510705476e-22
"FBgn0000427",24.1633833604534,1.07119504780838,0.269808753440272,3.97020124124887,7.18119515169131e-05,0.000124643303053767
"FBgn0000439",101.291876671949,1.03964232982097,0.123125661129546,8.44375023275705,3.07315475665768e-17,8.98727387706415e-17
"FBgn0000442",394.954065706339,0.454396310118403,0.0603726781099143,7.52652233334971,5.21095703179953e-14,1.37628001158916e-13
"FBgn0000447",659.406719365686,-0.648865579051172,0.0527910368065712,-12.2912073393945,1.0098638911273e-34,4.36133525867279e-34
"FBgn0000448",831.093997316421,-2.68269777074012,0.0620753348478297,-43.2168070831424,0,0
"FBgn0000449",7.92624560708429,-1.6145587630567,0.465495956475716,-3.46847000622857,0.000523430952735658,0.000852172040622323
"FBgn0000451",6624.95189440317,-5.33990773820274,0.0640737900119799,-83.3399700127671,0,0
"FBgn0000454",4361.855974356,-1.00918612109866,0.0269116022881607,-37.5000384701224,9.19741853327938e-308,2.97173571469862e-306
"FBgn0000455",1510.90112756015,-0.150901259613805,0.0373771216154833,-4.03726271825317,5.40784969396438e-05,9.46895528473831e-05
"FBgn0000459",281.765271657434,1.41831989690729,0.0737924833676483,19.2203844101702,2.49911729484674e-82,2.02735974541179e-81
"FBgn0000463",215.738646462721,-0.518147395778981,0.0952704379389536,-5.43870068185258,5.36705335147061e-08,1.12177943345057e-07
"FBgn0000464",1576.01339705909,1.17396659863632,0.0391415247209165,29.9928683669538,1.21570885831628e-197,2.39363787537585e-196
"FBgn0000472",2042.02559349731,1.17253604413557,0.0361164523602934,32.4654269040184,3.28140223010466e-231,7.594771977881e-230
"FBgn0000473",1169.22301006966,-2.02502829660471,0.0467181113344088,-43.3456798394425,0,0
"FBgn0000477",1370.2443923017,-0.310072896875602,0.0359993299140464,-8.61329634790277,7.09892763610842e-18,2.12033021651582e-17
"FBgn0000479",649.434025163797,0.69746114095962,0.0531721199027834,13.1170459676013,2.6298776003419e-39,1.22285534503803e-38
"FBgn0000482",390.125402156865,0.290659456742978,0.0651279060629183,4.46290191584202,8.08570711756974e-06,1.49494627356306e-05
"FBgn0000489",443.095983133726,0.205648444394492,0.0592906819307542,3.4684783122358,0.000523414772565229,0.000852172040622323
"FBgn0000490",345.482863913506,0.601340232407268,0.0729819558509956,8.23957408917625,1.7282476329151e-16,4.93455599317475e-16
"FBgn0000492",172.059482945175,0.967498278261071,0.103601526428993,9.33864887525747,9.75712292380838e-21,3.14630455157551e-20
"FBgn0000497",589.638167728962,-0.190432498372688,0.0558281513839727,-3.41104789701774,0.000647137225104896,0.0010469590969921
"FBgn0000499",503.895113473231,0.706617384549022,0.0554491623995683,12.7435177371502,3.38768397584445e-37,1.51976756210649e-36
"FBgn0000500",35.7682757878703,0.854443167747204,0.223557844748787,3.82202274631581,0.000132361477032715,0.000225595357834088
"FBgn0000504",10.1452055193924,0.250017894404157,0.360045892583323,0.694405628711061,0.487427864812358,0.539309211203606
"FBgn0000520",335.469261815872,0.75940242430521,0.0721878096351335,10.5198153004439,7.00106901957247e-26,2.54811051832386e-25
"FBgn0000524",336.576329323762,-0.0497808048588768,0.0681036554356537,-0.730956430171523,0.464805766180982,0.517662986767997
"FBgn0000527",98.6895524064415,1.58101448950852,0.135169425681899,11.6965392249961,1.32758052970887e-31,5.41196649440268e-31
"FBgn0000529",6.41214101999225,2.03936198422556,0.582477832283491,3.50118385832924,0.000463196168080751,0.000757368474942878
"FBgn0000533",696.914433236809,0.0613580789824156,0.0608846821818133,1.00777530215545,0.313562345142384,0.363610486325131
"FBgn0000535",259.071221971853,1.71938350005177,0.0853154840388878,20.1532408732284,2.52059732058845e-90,2.22286891234787e-89
"FBgn0000536",1622.0572369801,0.239999277746867,0.0413875489292383,5.79882800397776,6.67799804637975e-09,1.45253501810496e-08
"FBgn0000541",1445.43009808761,0.0880577770517627,0.0521405945793532,1.68885256798802,0.0912476869142407,0.116680574731582
"FBgn0000542",1157.27142472382,0.669484044912037,0.0435842310273224,15.3606942036524,3.00341288091107e-53,1.72902058286358e-52
"FBgn0000543",545.880904254501,0.561900238881925,0.0564032529607196,9.96219560728606,2.23080750724734e-23,7.66886569860324e-23
"FBgn0000546",435.979415888121,-0.163466331473585,0.0677567813155125,-2.41254570095939,0.0158415512993397,0.0223902085351211
"FBgn0000547",1601.04482260128,0.321223446225767,0.0351759426517498,9.13190726417642,6.73029563756593e-20,2.12023007848987e-19
"FBgn0000551",69.1249257760252,-0.836362239573322,0.149986608095193,-5.57624610753583,2.45764170132073e-08,5.21559029466287e-08
"FBgn0000552",2.95867994558708,1.7826306108955,0.691529899390343,2.57780699354732,0.00994295168979679,0.0143683760338921
"FBgn0000556",295841.752981922,-0.106891580662958,0.0118655199836989,-9.00858797674343,2.08726500139655e-19,6.50857090482218e-19
"FBgn0000557",539.544870046971,-0.679057853798103,0.0567354746427207,-11.9688406252758,5.17466331528505e-33,2.15995055791858e-32
"FBgn0000559",138911.809410909,0.0287645670266725,0.0121552019930167,2.36644089034457,0.0179600419668794,0.0252241282905733
"FBgn0000560",3.97040394943946,-0.415302509010673,0.579355376769599,-0.71683551350872,0.4734755959246,0.526013925931068
"FBgn0000562",1537.23470840728,-0.539446393835745,0.0383513918908566,-14.0658882830366,6.1545190431246e-45,3.14832658854651e-44
"FBgn0000564",35.7402342938746,0.706855975730464,0.192296815210188,3.67585898371662,0.00023705044473057,0.000396400633100766
"FBgn0000565",1257.40442938555,-0.170593851993818,0.050139776045723,-3.4023656555277,0.000668051907910781,0.00107925593840686
"FBgn0000566",4171.70392519974,-0.191592244328701,0.0251647217091477,-7.61352525742635,2.66719176479779e-14,7.12402774483554e-14
"FBgn0000567",193.849248957281,-2.99286829941051,0.125095116908541,-23.9247412159072,1.69326164190124e-126,2.02352795371991e-125
"FBgn0000568",1997.4392026374,0.655780243600729,0.0753011316813303,8.70877009360166,3.07189618778481e-18,9.25813836451435e-18
"FBgn0000575",1101.27119949489,-0.104818737717013,0.0403334929506305,-2.59880139429816,0.00935498807763921,0.0135549916683923
"FBgn0000576",144.312654970755,0.213366110960723,0.103274266490968,2.06601429582058,0.0388271297508154,0.0522656947779226
"FBgn0000577",109.837021025472,1.07322483714129,0.113680580696801,9.44070509283994,3.70279232697919e-21,1.2053205447839e-20
"FBgn0000578",505.001783867918,0.749421485203353,0.0678520115502057,11.0449413080235,2.31919166204369e-28,8.87979494910109e-28
"FBgn0000579",41993.9010154283,-0.373087255640253,0.044289615994629,-8.42380877010759,3.64438918834994e-17,1.06304058089189e-16
"FBgn0000581",2046.09163422937,0.748779236897887,0.034533017228413,21.6829949131062,2.96916281223871e-104,2.96158974965693e-103
"FBgn0000588",191.956732589264,0.635595547275127,0.0943638296513763,6.73558448849852,1.63272256149493e-11,3.95233864886104e-11
"FBgn0000591",3.54789546363074,-0.284986612166713,0.612464415043982,-0.465311298365387,0.641708544927057,0.687215921436993
"FBgn0000592",702.327870228338,-0.856271557334908,0.0548899410671517,-15.5997900651297,7.30338837282215e-55,4.30273909278836e-54
"FBgn0000594",7.26869665222643,-0.105390146758025,0.431799025133031,-0.244072220231521,0.8071748870574,0.835005964983853
"FBgn0000606",50.3291064621544,1.40923148561897,0.183529442086797,7.67850362097488,1.60957609542031e-14,4.32564040240798e-14
"FBgn0000611",1402.97439849535,0.181740124064129,0.0461326040873264,3.93951582963116,8.16462151107546e-05,0.000141193919727214
"FBgn0000615",140.663052488594,-2.32652880810183,0.12892634893876,-18.0454098580495,8.57261596878447e-73,6.26834543533105e-72
"FBgn0000617",374.36552092988,0.0874610493423965,0.0747252950155316,1.17043431309596,0.241826233893363,0.287509311100182
"FBgn0000618",135.136230977567,-0.32281431680732,0.100806694776714,-3.20231029816374,0.00136330059628263,0.00214470690282166
"FBgn0000625",94.18760189059,0.613288146745441,0.122464594481009,5.00788125208339,5.50324682477727e-07,1.09074313596293e-06
"FBgn0000629",672.673737753031,0.35023111043581,0.0495642208815643,7.06620832944597,1.59224322515686e-12,4.00568554048447e-12
"FBgn0000630",199.571522263119,-3.14520172209154,0.126669097883344,-24.8300633275854,4.24647092716892e-136,5.52284710837416e-135
"FBgn0000633",466.375426213308,1.49545439757082,0.0811182894071831,18.4354774798591,6.8213870725334e-76,5.16086396194805e-75
"FBgn0000634",1291.7616315052,0.826833107211463,0.0473197370904122,17.4733241994067,2.28768732872576e-68,1.59463196036133e-67
"FBgn0000635",1922.19650648824,0.73675197534656,0.0324945551208017,22.6730900794798,8.25886952538961e-114,8.98885213891013e-113
"FBgn0000636",1874.74538956515,-0.49446315076631,0.0406366944819024,-12.1678979324098,4.60796760071928e-34,1.96240933382491e-33
"FBgn0000639",12.0076348268706,-3.47347741060263,1.36015226824901,-2.55374158591391,NA,NA
"FBgn0000640",2.40281658147207,-1.83723817834818,1.77456913609445,-1.03531507506755,0.300521791870425,0.349974338113464
"FBgn0000644",8.76839617394006,0.25893238371317,0.385083498970885,0.672405814336768,0.50132538228723,0.553121039062115
"FBgn0000658",469.115432410166,0.0843985196509552,0.0637894863259843,1.3230788412318,0.18580916030577,0.225592729582244
"FBgn0000659",859.59639779495,0.641272655282121,0.0479969420139579,13.3606981689715,1.02597312164121e-40,4.88273653904026e-40
"FBgn0000662",757.013736456208,0.216824626020934,0.0479893824927211,4.51817912126336,6.23737088793172e-06,1.16059102936889e-05
"FBgn0000667",18166.2482392805,-0.184902897923333,0.0356120603525631,-5.19214266438883,2.07887604510232e-07,4.21235183625253e-07
"FBgn0000709",980.756564503799,0.245449196138045,0.0469245232164445,5.23072328313032,1.68848096958636e-07,3.43419344979895e-07
"FBgn0000711",694.639749856427,0.0395946783756957,0.0546117700937923,0.725020967232785,0.468439167496791,0.521300029298509
"FBgn0000715",111.467164140176,0.74797075834925,0.111205838742967,6.72600258047653,1.74387472292761e-11,4.21510725335082e-11
"FBgn0000719",710.970304475,0.526130362892315,0.0550612187195777,9.55537082409771,1.23142121930572e-21,4.05739338993205e-21
"FBgn0000721",1256.1892199476,-0.583126226926564,0.04047649814354,-14.406538452478,4.70718145704796e-47,2.48761159852661e-46
"FBgn0000723",366.742618944689,-0.600094633419873,0.0686498224144783,-8.74138653697832,2.30266713070234e-18,6.96945501182153e-18
"FBgn0000808",2.24674748362245,-0.883153287715097,0.941245138657784,-0.938281911314277,0.348099553120518,0.40014160064259
"FBgn0000810",214.253488092114,-0.137409295728802,0.0885925347564382,-1.55102567170669,0.120895531957578,0.151684503587885
"FBgn0000826",5.31516671807989,-0.111214238859937,0.500411667611994,-0.222245495175323,0.82412277954165,0.849670585707441
"FBgn0000927",9.28013533921954,0.40701657675023,0.394206668715274,1.03249541180189,0.301840095936984,0.351166242103132
"FBgn0000928",29.3523582898345,-0.120941614794895,0.226638906702747,-0.533631301679011,0.593596647384124,0.642241898300262
"FBgn0000964",92.4452964416832,1.06590811774842,0.126513720910062,8.42523727925267,3.60019919248202e-17,1.05069117452235e-16
"FBgn0000986",1207.53894823833,0.434708617996591,0.041846463147622,10.3881806322094,2.80655489466464e-25,1.01012818344626e-24
"FBgn0000996",462.998836006397,0.0686802096473354,0.0570391549366443,1.20408883553098,0.228555244622749,0.272961776460257
"FBgn0001075",1192.62272279061,0.571770559872189,0.0394734421141178,14.4849430211634,1.50847698093872e-47,8.05065291332991e-47
"FBgn0001078",776.728146251421,-1.89820396412712,0.0585488511722841,-32.4208575594681,1.39518427265529e-230,3.2094898247837e-229
"FBgn0001079",250.957265480887,0.442173993816394,0.0794943155162632,5.56233475242556,2.66189050892976e-08,5.64060169315629e-08
"FBgn0001083",1078.44196551186,-1.26824355776622,0.0439610471749416,-28.8492572235434,5.17674930706255e-183,9.27480472217951e-182
"FBgn0001084",61.517885367199,0.0772082403814153,0.145252171175604,0.5315462051722,0.595040331511042,0.643496939035637
"FBgn0001085",120.580432175747,0.54751909762825,0.107413374747195,5.09730840239288,3.44516816068663e-07,6.91533665669859e-07
